News_1,News_frequency,Trad_News_print,Trad_News_online,Trad_News_TV,Trad_News_radio,SM_News_1,SM_News_2,SM_News_3,SM_News_4,SM_News_5,SM_News_6,SM_Sharing,Cluster,News_1_normalized,News_frequency_normalized,Trad_News_print_normalized,Trad_News_online_normalized,Trad_News_TV_normalized,Trad_News_radio_normalized,SM_News_1_normalized,SM_News_2_normalized,SM_News_3_normalized,SM_News_4_normalized,SM_News_5_normalized,SM_News_6_normalized,SM_Sharing_normalized,Cluster_Description
-3.155770507295277,7.932738124583928,6.327020471300666,2.8548094408901825,-6.887599832467887,-0.4606387709597875,2.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.09321369074545449,0.9640006188383872,0.6613175266902336,0.18228654317763937,0.11463347015506353,0.42902588239725725,0.0,0.25,0.0,0.75,0.25,0.5,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-9.359235425878248,10.472515055955448,6.873192472786517,-4.849200231673162,-6.660982856731838,1.0571222262189155,3.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,0.5758601533444958,0.35996265343266554,0.2010924873663821,0.40506031773240136,0.27430022773659807,0.5940580323356937,0.5,0.0,0.0,0.0,1.0,0.75,1.0,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-7.158021794645865,-4.602169240508743,-0.8554273316982264,-1.436971077842708,-5.860084773265548,0.3436182895684614,1.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,0.5491385099912693,0.4425138751109166,0.23112119823715466,0.5110784273893489,0.2668619276945625,0.4017649881806332,0.25,0.25,0.0,1.0,0.0,0.5,0.3333333333333333,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-6.851928435906818,-8.847446753280213,8.409418481330281,2.496998467744129,4.136424597175766,0.324083969394795,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.19820148853340136,0.8891703778254629,0.7547903905296771,0.20118981673571695,0.23246947322332046,0.45080575960899977,0.25,0.0,0.75,0.75,0.5,0.0,0.3333333333333333,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-3.9572819645500745,7.606822353821768,3.9214346149756656,1.7597225322288848,-6.568719625553266,-0.6769220003059587,4.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.39961541018463886,0.1226264913602011,0.6920412825535648,0.7394622134315066,0.808264871564578,0.5541519802928541,1.0,0.75,0.5,0.25,1.0,0.0,0.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-8.648548958838798,-8.515160042451228,7.175920329200035,1.556263732995934,2.566748488654114,1.030999522495951,3.0,0.0,3.0,0.0,4.0,1.0,2.0,2.0,0.7227849914221748,0.8746804677030482,0.5162242439898269,0.623214667622072,0.2047129663676926,0.8112868750516253,0.0,0.5,0.0,0.75,0.0,0.75,0.6666666666666666,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-4.475262366369369,-4.396921111902721,0.8195872369972739,-3.16496241972005,-6.567373400352185,0.9312801191161986,0.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,0.546628178007367,0.09627061984352786,0.9430147799439534,0.7369655019251129,0.7890355201275292,0.5010675936516339,0.25,0.75,0.0,0.25,0.75,0.0,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-6.150658640329273,-3.4548835158269418,0.6899709729148948,-2.3807949468665415,-3.9690554247137104,-0.8392175232226385,4.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.39996822555794687,0.277031937227307,0.1579834222739978,0.490728201840322,0.27353962171742696,0.20925081084987235,0.5,0.75,0.25,1.0,1.0,1.0,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.49865551458546,-10.130590451741629,8.013230720743898,1.5193254643128329,4.424938771251969,0.3312634314035639,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,0.3791563174804973,0.338769063218955,0.182353934577206,0.5524248186952849,0.37035670007270216,0.9025910973125373,0.0,0.75,0.0,0.5,0.5,0.5,0.6666666666666666,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-2.5594357325018873,8.775338081331913,3.7323151741865033,1.3963983533723994,-6.124235965325514,-0.4791742378452899,4.0,4.0,3.0,1.0,1.0,3.0,2.0,0.0,0.7178682912615015,0.8202609315057336,0.7249821967128202,0.6617773338654589,0.09011892740856647,0.5073544947063507,1.0,1.0,0.0,0.0,0.25,0.25,0.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-6.1076750583960315,-4.261581646816145,-1.116438726458071,-1.6237591474738524,-4.511804141450297,-0.1856589766638171,3.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.19129295204166186,0.9158010957896459,0.7495532378008265,0.19963274592429547,0.15051163077031182,0.32793365815854636,0.5,0.5,1.0,0.75,0.75,0.5,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.6181880925619545,-9.74406005749863,6.669756576849883,1.426638940820684,5.535889649091727,0.812525822394198,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,0.9080517741980796,0.9107828157932002,0.49362654969047237,0.840283700534212,0.0808589285221038,0.4331847326382879,0.75,0.25,0.0,1.0,0.5,0.5,0.3333333333333333,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-6.857540736916708,-3.88274812746911,-0.1773569633615793,-1.137828791237424,-5.917638888674436,1.356240028570823,3.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,0.4927621916494176,0.10285698085544287,0.9120514550194951,0.7022238281405556,0.8429206570070688,0.5877804892234426,0.75,0.5,0.75,0.0,1.0,0.5,0.3333333333333333,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-7.109281287777231,-2.3563659563123514,-1.03533277709862,0.2685425039551139,-4.548092779991136,1.0035328978920242,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.18159620383851416,0.8609639681292567,0.8407457577210738,0.22973229768532122,0.2682151517694195,0.7580837715339488,0.5,0.5,0.0,0.5,0.5,0.25,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-7.017481381675343,-8.44786290670712,7.220301162566207,2.2876625842638045,3.5786928983093276,0.3613956055084139,3.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,0.695085317296299,0.879124590466553,0.8082449334194618,0.664892552404099,0.24731823944015596,0.5488363869260112,0.0,0.5,0.25,0.25,0.0,0.0,1.0,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-8.256971052095547,11.318564545384149,5.425957796452871,-5.681964036523585,-7.657008281062083,1.5380365664659692,1.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,0.07899541642460683,0.8215703188520719,0.6454571131006336,0.11565977021770973,0.2969351337625265,0.5539664659814942,0.75,0.0,0.75,1.0,0.5,0.5,0.3333333333333333,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-2.4331922316403385,9.553042120644692,3.719205243148735,2.1425305079768098,-8.29334168805625,-0.0358260391099515,4.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.3781204335399371,0.25098951113360035,0.2748433859084498,0.4673675055142926,0.3336415216560441,0.6365499854280683,0.5,0.25,0.5,0.75,0.75,0.75,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-6.69502646408689,-5.922612001554255,0.1067816943435986,-1.6667187382259976,-3.5417561712651024,1.564643655814006,1.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,0.28263356846145626,0.9593674359788875,0.8187640800213765,0.18710656427023775,0.12117296188745907,0.5524807501909966,0.0,0.25,0.0,0.25,0.25,0.0,0.3333333333333333,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-1.8272446517577865,8.704019371604867,4.964045188716543,1.8430266295730475,-6.782631226158552,0.8219025043752238,1.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,0.18676117873219755,0.9074679206711885,0.863895117378277,0.21008876081680372,0.12938028891618092,0.4052504084241452,0.75,0.0,1.0,0.0,0.75,0.25,0.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-2.300334028047995,7.0546160043185475,3.3116927873296707,2.1700309198098555,-6.141160611155859,-0.2990073504658678,3.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.5927300300926579,0.177905749621108,0.77839813413218,0.6829269762005736,0.8371937533244662,0.8080573004299387,0.5,0.0,1.0,0.0,1.0,0.25,1.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.9117182600363325,-4.771653378218445,0.5927990093930922,-2.6255980341126506,-5.968523648573738,-1.9875689146008928,2.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.17741429455152935,0.8535757180263848,0.8852303504581869,0.30792732082114943,0.18042915810542098,0.32435376429349516,1.0,0.75,0.5,0.0,0.5,0.75,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-7.62732127242377,-11.262568016908952,8.207568311859752,2.7591441319566092,3.880123998802696,-0.5182702182736474,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,0.7426877762434849,0.822905531168598,0.5284523036248944,0.7203465301270036,0.25660740208957344,0.6437270920706246,0.0,0.5,0.25,0.5,0.5,0.25,1.0,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-9.868120456460955,8.433659248329695,7.1548183694643,-6.48148998884109,-4.198444588051386,-0.5017570435845365,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5344461926131567,0.08967302384881581,0.7461045183437078,0.6510746003754231,0.6916702553740088,0.47097163498075983,0.75,0.5,0.0,1.0,0.5,1.0,1.0,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-11.104952663504742,10.87513146935816,5.4810732647405,-5.536442222671848,-7.460803183490832,-0.5297602037670388,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,0.4140593669121807,0.1807669010458393,0.7832542669004126,0.742436234613845,0.8649114468700205,0.6258188481047994,0.25,1.0,0.75,0.25,1.0,1.0,0.3333333333333333,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-5.31039441014946,-2.996240286150916,0.0354718603717598,-2.440942074939172,-4.789004801401956,0.5132674331133561,2.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.45600596296457196,0.3349299577095516,0.2693790032393904,0.41815919780838673,0.28182295401018853,0.5013234425765791,0.0,0.75,0.0,1.0,0.5,1.0,0.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.63120919081074,-1.1005006963366926,0.3907858396578648,-0.9677925771523608,-4.913474279700553,-0.7020530938773524,1.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.6667352420308001,0.8242612731318273,0.6530411236458692,0.7350272463959624,0.13836971610152649,0.6483496965730634,0.0,1.0,1.0,0.25,0.5,0.75,0.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-3.4916850165910596,8.789652978201298,5.1899309352526535,1.0048252290770967,-6.77425168500531,-0.3276621465977682,3.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.7133106209893333,0.8993289062628704,0.5394636386887938,0.7017382619571563,0.11340655964754759,0.5402481374930259,0.25,0.75,0.25,0.0,0.75,0.75,0.3333333333333333,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-9.844489866579332,9.156699597369109,6.587088616148306,-5.273776268348413,-5.488983581725465,-0.3921081531321576,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.16884818525685064,0.8766518615799055,0.6707172427942358,0.2547074477750451,0.16473915731238953,0.37299915262561856,0.25,0.5,0.5,1.0,0.5,1.0,1.0,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-8.813154620049168,9.951237129092243,6.882877270361583,-6.001746404508927,-5.162968997384115,-1.4635149481321186,4.0,0.0,3.0,4.0,2.0,0.0,2.0,1.0,0.7439408329902533,0.8689445104711961,0.6589784378292094,0.6341489994483092,0.16295757925872084,0.522056758951998,0.25,0.0,0.5,0.5,0.25,0.0,0.0,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-7.426354041528429,-8.446523751233464,5.844611346724575,2.205660154643332,4.1461417067479145,0.2610552721798893,4.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,0.2549760856082205,0.9093662995425406,0.868091283253213,0.098150535150338,0.1397510533031434,0.6842115851752674,0.0,1.0,1.0,0.0,0.75,1.0,0.6666666666666666,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-2.5441861135497117,10.785086763833831,4.012911778440334,3.785618241937661,-6.171875255695794,-0.420645322765359,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.4054478876839722,0.14364097879281962,0.8392186782802197,0.7401984349566383,0.8600294783387166,0.5943397113645479,1.0,0.0,0.25,0.25,1.0,0.0,1.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-3.5464437773792064,8.823947450114716,3.764260582843344,0.5903699529763957,-5.953449643619629,1.8861859012105304,0.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,0.4658552509718684,0.3551728236524159,0.1905453688178213,0.42884430530749945,0.2977292086201461,0.46296352975711774,0.0,0.25,0.25,0.25,1.0,0.75,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.66134774157863,-9.05177062756622,8.814249052348655,2.170967692066288,3.82436558480287,-0.0744459157661671,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.8558898497114888,0.9301310655792019,0.6792856710016584,0.6235838843164395,0.09332011155634645,0.6214296624297682,0.0,0.5,0.25,0.5,0.25,0.0,0.3333333333333333,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-7.422118209730753,-4.900694741530176,-0.4746150869899176,-1.2505643096837449,-4.801732472222168,-1.9187712152990417,2.0,3.0,1.0,4.0,4.0,4.0,2.0,0.0,0.46453906354871566,0.1470700882025095,0.8412945614410648,0.6821910912872637,0.8307832509841468,0.5230173852706834,1.0,0.75,0.0,0.25,0.0,0.75,1.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-5.366659850033816,-8.207516072081233,6.299336091169498,3.8763928011983646,5.382485251446263,0.0602302099410264,4.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.564662600082499,0.33243567091468534,0.22749875368027261,0.5234233042562,0.4087235725566496,0.5200572997233189,0.0,0.25,0.25,0.0,0.0,0.25,0.6666666666666666,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-7.671981874055259,-3.482938450049992,-0.1862516024248171,-0.3932736031324806,-3.181634981508722,2.463242112485286,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.36018282094241194,0.10453953557974432,0.8022935568412669,0.742481084164152,0.7870968474469974,0.8520704424708445,1.0,0.0,0.0,0.25,0.75,0.5,1.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-9.235805145727072,8.827845676826206,4.828249515459918,-5.483160428043055,-8.275755631277764,0.3015473423336124,3.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.3324457380812621,0.03927300187840349,0.911065610164771,0.6809801736338538,0.9008354061115995,0.1924202921881536,0.0,0.0,0.25,0.5,1.0,0.75,1.0,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-3.605472709947952,7.574235245604029,6.234383899453073,1.1262083356224042,-7.871019540607577,-0.0347117697052433,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8484504330643483,0.9649228790236872,0.7039312322253984,0.837387396508052,0.11881430089264977,0.5423483080280069,0.0,0.25,0.75,0.25,0.25,0.25,1.0,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
-9.92743239335399,9.76825815850884,6.525120135908678,-5.295412176508692,-6.860432680975966,-1.168678037619532,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,0.6420079424218178,0.0713388529931615,0.7003123300938785,0.748131259663412,0.8523003872498711,0.4081361409072297,1.0,0.0,0.25,1.0,0.25,0.75,0.3333333333333333,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-9.34698817916717,8.247182959620378,7.035176133819995,-5.957689007420599,-4.608024957542497,-0.9093874547947388,4.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.3700983264692961,0.1333643237995636,0.7892561987144767,0.7696759284666835,0.7766635183106101,0.32293086887367384,0.75,0.75,0.5,1.0,0.0,1.0,0.3333333333333333,"Cluster 1: low Trad News Online, low News 1, high News Frequency (25.3% of samples)"
-6.202234273745039,-9.492403439763434,5.492890018642246,2.533502834389157,5.535110101083868,-0.9905363251306885,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,0.11471476343413123,0.8902363926737711,0.7339394204151026,0.34132930117182836,0.20608199777957076,0.6354125408335691,1.0,0.0,0.0,0.25,0.25,0.25,0.3333333333333333,"Cluster 2: high Trad News Tv, low News Frequency, high Trad News Online (25.3% of samples)"
-1.32216731749237,9.653016350227508,3.496873923497618,3.606601216241828,-8.025972584169958,-0.5034756541161992,3.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,0.47878872485921076,0.15937807408447224,0.7265106458291334,0.7752194489703094,0.8804440760952436,0.35076388189609153,1.0,0.0,0.75,0.75,0.25,0.5,0.6666666666666666,"Cluster 0: low Trad News Print, high News 1 (49.4% of samples)"
