News_1,News_frequency,Trad_News_print,Trad_News_online,Trad_News_TV,Trad_News_radio,SM_News_1,SM_News_2,SM_News_3,SM_News_4,SM_News_5,SM_News_6,SM_Sharing,survey_date
-3.770612026160218,-4.554371281595968,-1.823114347707742,,-3.989164736137895,-0.22577630048653566,0.0,1.0,3.0,,4.0,2.0,1.0,2023-01-02 12:41:54.742948589
-3.8790006026318284,8.926004079847068,7.2195881738824195,1.1694951159710012,-5.240510385707203,0.06752820468792384,1.0,1.0,3.0,3.0,4.0,3.0,1.0,2023-01-02 14:26:45.921184236
-7.733509067315058,-7.873001089474884,8.027859125352782,3.8743402796778463,3.743668543407291,-1.4247481862134568,4.0,3.0,4.0,2.0,4.0,0.0,1.0,2023-01-02 16:11:37.099419884
-6.621222077563241,-9.904130467984768,7.918377288895948,1.4090883423881797,3.8368318815229685,-0.5443827245251827,4.0,0.0,3.0,3.0,2.0,0.0,1.0,2023-01-02 17:56:28.277655531
-5.7584204508880275,-8.60923292498963,7.000355249796218,2.29111259127633,3.642813558436334,0.11092258970986608,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2023-01-02 19:41:19.455891178
-0.8401760977633572,8.754694776834718,3.136735883109995,1.7274266198547878,-7.1523507608989405,,0.0,2.0,0.0,,4.0,1.0,3.0,2023-01-02 21:26:10.634126825
-3.780149344145033,8.63570638498517,5.538547996567275,2.010866257064655,-6.2200957215621315,0.37569801834567196,3.0,0.0,0.0,,3.0,2.0,2.0,2023-01-02 23:11:01.812362472
-5.891247246119276,-2.4144942913492144,0.01903016320191081,-0.7983897895851235,-5.4678463586392745,-0.600638689918805,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2023-01-03 00:55:52.990598119
-7.715979848894253,-9.934198567434727,10.091896521124646,1.7707483346800397,,-0.2916937497932768,1.0,0.0,3.0,0.0,1.0,2.0,3.0,2023-01-03 02:40:44.168833766
-8.851472989978772,9.5462544571307,,-5.491699189708647,-6.6943111753802595,-0.6017066122293969,4.0,2.0,1.0,0.0,0.0,3.0,0.0,2023-01-03 04:25:35.347069413
-7.139497808343724,9.057476271707804,7.104690494396575,-6.30927034391388,-7.337467700107088,1.8522781845089378,4.0,4.0,2.0,4.0,0.0,2.0,1.0,2023-01-03 06:10:26.525305061
-2.7839999278054384,6.813042654747405,,2.007199270287413,-6.265856335361361,-0.013497224737933914,1.0,1.0,,3.0,4.0,2.0,2.0,2023-01-03 07:55:17.703540708
-10.26324797099745,9.893713567384783,5.815844560168995,-6.153460069366362,-4.4726602358188225,-1.0577109289559,3.0,3.0,2.0,0.0,1.0,2.0,3.0,2023-01-03 09:40:08.881776355
-10.557134228118946,7.399591476684379,5.817531406882819,-4.959271982802305,-5.03974011784572,0.822544912103189,3.0,2.0,1.0,0.0,1.0,4.0,1.0,2023-01-03 11:25:00.060012002
-3.6054727099479518,7.574235245604029,,1.1262083356224042,-7.871019540607577,-1.2208436499710222,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2023-01-03 13:09:51.238247649
-6.380550685026744,-7.9538853192542724,7.611672957038958,2.381148307543095,,0.2088635950047554,0.0,0.0,3.0,4.0,1.0,2.0,3.0,2023-01-03 14:54:42.416483296
-7.337640353279305,-3.175432654321818,-1.684652559319495,-1.7903738500308628,-3.2671061548273204,-1.9596701238797756,3.0,0.0,3.0,3.0,2.0,0.0,2.0,2023-01-03 16:39:33.594718943
-8.59192168844094,11.255787919889553,6.588572066980453,-6.764099283024079,-6.502297056803524,-1.3281860488984305,1.0,1.0,0.0,2.0,4.0,4.0,0.0,2023-01-03 18:24:24.772954590
-6.96319892101913,-8.189445830732172,6.739121938902672,4.474670147732899,6.145085208356929,0.19686123586912352,3.0,0.0,3.0,4.0,2.0,2.0,1.0,2023-01-03 20:09:15.951190238
-0.17136987766445033,8.153529326496503,5.1740866986027765,1.2464277790587128,-5.83867301735348,0.7384665799954104,4.0,3.0,4.0,4.0,0.0,4.0,1.0,2023-01-03 21:54:07.129425885
,9.919200939844789,7.052901982541404,-3.954802807269658,-7.216268518427918,0.1713682811899705,0.0,,,1.0,3.0,1.0,2.0,2023-01-03 23:38:58.307661532
-6.961565581053826,-8.16283690937054,7.901039870105915,,5.273404916781319,-0.11564828238824053,2.0,3.0,4.0,3.0,2.0,4.0,,2023-01-04 01:23:49.485897179
-7.435773993143465,-4.067366091814851,0.7600772338416288,-1.2638108986183931,-3.2216669366440227,-0.3011036955892888,0.0,4.0,2.0,3.0,4.0,0.0,1.0,2023-01-04 03:08:40.664132826
-1.9759903051534375,9.179689788498028,3.257861267535664,1.4895525443852953,-6.037846416367257,-1.4785219903674274,4.0,3.0,0.0,0.0,2.0,2.0,2.0,2023-01-04 04:53:31.842368473
-5.673573869821644,-8.569275063620303,6.42336268762504,1.6088515313923806,4.4478382998763,-0.7198442083947086,4.0,0.0,4.0,0.0,,0.0,0.0,2023-01-04 06:38:23.020604120
-6.034622708171351,-2.980407011267898,0.7197609485008318,-0.634584708422901,-3.8183518215787773,-0.4606387709597875,4.0,0.0,1.0,4.0,1.0,3.0,1.0,2023-01-04 08:23:14.198839768
-11.128742831208248,9.784423107344468,6.288148315558861,-5.972904831458317,-5.210566478883214,1.0571222262189157,4.0,3.0,4.0,1.0,3.0,4.0,2.0,2023-01-04 10:08:05.377075415
-7.031890703134695,-3.1277800025852525,-0.28186257904878753,-1.817767217062411,-4.103366345852505,0.3436182895684614,,2.0,2.0,3.0,0.0,4.0,3.0,2023-01-04 11:52:56.555311062
-6.879885645280159,-8.93345263418948,5.911447309183073,2.1877917989973166,5.127591216781958,-1.763040155362734,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2023-01-04 13:37:47.733546709
-8.279451759124717,-8.041897389993899,8.987509195306803,,5.021082342775756,0.324083969394795,4.0,2.0,0.0,2.0,4.0,1.0,1.0,2023-01-04 15:22:38.911782356
-8.054464630811605,-4.711680715969592,0.03342991705717285,-0.7186992046105707,-5.850333593957382,-0.38508228041631654,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2023-01-04 17:07:30.090018003
-9.980984767610035,8.36637049251145,5.759600653537516,-5.318840864406109,-6.231885282585246,,3.0,4.0,4.0,,,3.0,2.0,2023-01-04 18:52:21.268253650
,7.894238705728451,5.310790084504976,2.576960204218626,-7.271503956538137,0.6116762888408679,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2023-01-04 20:37:12.446489297
-10.629315332367739,9.98163061239585,6.505328146585478,-7.168451717300949,-4.132004320655522,1.030999522495951,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2023-01-04 22:22:03.624724945
-11.626756638966125,8.341888912764134,6.812724217744891,-5.423584253626686,-7.275282943526629,0.9312801191161986,2.0,2.0,4.0,0.0,1.0,2.0,0.0,2023-01-05 00:06:54.802960592
-5.823719148079643,-3.772703381757185,1.45734633404424,-0.40841287224951484,-5.241291296524004,-0.8392175232226385,2.0,3.0,4.0,,1.0,3.0,0.0,2023-01-05 01:51:45.981196239
-7.587377812623741,-5.650786016664265,0.8793605491638465,-1.0678282517142543,-5.906724005711915,-0.3092123758512146,2.0,1.0,3.0,0.0,1.0,4.0,2.0,2023-01-05 03:36:37.159431886
-5.91161079065107,-8.317533450943257,6.830638003114985,2.7722386278090148,2.4745746045478567,0.33126343140356396,,0.0,3.0,3.0,0.0,4.0,2.0,2023-01-05 05:21:28.337667533
-7.883026861530453,-3.4087726023211875,-0.46863240826677544,-2.812820585171237,-5.255834931867532,0.9755451271223592,4.0,2.0,4.0,1.0,3.0,2.0,1.0,2023-01-05 07:06:19.515903180
-7.717932654443729,-9.683030755338994,8.639344755514927,2.6690441702828207,4.244316397789905,,1.0,1.0,,2.0,0.0,4.0,2.0,2023-01-05 08:51:10.694138827
-1.8825839857896796,9.059850009340222,5.263285974508017,,,-0.18565897666381712,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2023-01-05 10:36:01.872374474
-7.247587502558273,9.75020863433075,6.43517564542022,-6.652665762694151,-7.806389229915681,-1.1063349740060282,3.0,2.0,4.0,1.0,1.0,4.0,2.0,2023-01-05 12:20:53.050610122
-2.595898759200959,10.271905184557683,5.045934958656182,1.7382454124197575,,-1.1962066240806708,2.0,4.0,1.0,3.0,3.0,0.0,3.0,2023-01-05 14:05:44.228845769
-2.734973923539286,9.081814332886248,3.2151306500146446,1.4287869594155493,-6.768704601441404,0.812525822394198,0.0,2.0,3.0,0.0,0.0,,1.0,2023-01-05 15:50:35.407081416
-8.156421050309438,8.939192583016977,5.267303757128996,-7.364934852053331,-4.302674091955328,1.356240028570823,0.0,4.0,,3.0,3.0,2.0,0.0,2023-01-05 17:35:26.585317063
-7.786324925323157,-8.696347842762005,7.63724609839561,0.5376954429445233,4.769718722265099,-0.07201012158033385,1.0,4.0,0.0,2.0,1.0,0.0,1.0,2023-01-05 19:20:17.763552710
-7.273199793977408,-10.406316022196277,5.831060645492711,1.0209855806662091,3.239262650489282,1.0035328978920242,3.0,4.0,1.0,2.0,0.0,4.0,2.0,2023-01-05 21:05:08.941788357
-6.864761343791509,-5.048161706590642,1.1893396755899823,-2.809630569191385,-5.480929633622133,0.36163602504763415,2.0,3.0,2.0,4.0,,,1.0,2023-01-05 22:50:00.120024004
-6.832125666525081,-5.188148473040517,0.12034478260636505,,-4.779997283693307,-0.6451197546051243,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2023-01-06 00:34:51.298259651
-9.381804488938121,9.487425330114634,6.711870474907664,-5.229533045055312,-7.576022602941666,0.36139560550841393,1.0,4.0,2.0,4.0,0.0,0.0,2.0,2023-01-06 02:19:42.476495299
-3.860882228669084,8.03841287522099,,1.0237707951087889,-4.24724512631388,1.5380365664659692,4.0,0.0,1.0,3.0,0.0,2.0,1.0,2023-01-06 04:04:33.654730946
,-8.051051463513096,7.783098403809769,4.040076048039241,,-0.03582603910995153,0.0,4.0,2.0,4.0,0.0,4.0,2.0,2023-01-06 05:49:24.832966593
-2.848319902322789,9.384347243467278,4.516146156128345,2.430975293866517,-7.376559216269248,1.564643655814006,2.0,1.0,0.0,1.0,,2.0,0.0,2023-01-06 07:34:16.011202240
-7.150044024568999,-5.948454251849372,-0.0031357937964923144,-0.35096891280943465,-5.759312787127011,-2.6197451040897444,4.0,4.0,3.0,,2.0,0.0,1.0,2023-01-06 09:19:07.189437887
-11.063260793794289,8.400440764132952,7.215874648911662,-6.698686126429135,-4.753424532668339,0.8219025043752238,1.0,3.0,1.0,3.0,0.0,4.0,3.0,2023-01-06 11:03:58.367673534
-8.311223736047202,-8.908357533444056,6.976022615792793,1.1800045180941074,4.081602402433114,0.08704706823817134,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2023-01-06 12:48:49.545909181
-9.131812078833304,10.096622177624258,7.109050497238476,-5.746232870178538,-6.999699097060116,-0.29900735046586785,0.0,1.0,4.0,4.0,4.0,0.0,0.0,2023-01-06 14:33:40.724144829
-8.747228575477536,10.626925098468806,7.665918359978589,-5.627659263960899,-7.061974414071134,0.0917607765355023,2.0,1.0,3.0,3.0,1.0,3.0,,2023-01-06 16:18:31.902380476
-10.00818427636831,7.3232373623445834,8.561030863671387,-6.69063157487079,-4.777386524436675,,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2023-01-06 18:03:23.080616123
-5.618480776914181,-3.127525781854291,-0.3644121886973567,-2.4580514243123157,-4.563986442791432,-0.21967188783751193,4.0,0.0,4.0,2.0,2.0,4.0,1.0,2023-01-06 19:48:14.258851770
-10.371618870809016,10.183452402811433,5.499548238618273,-4.721801880000469,-6.041665465835217,0.3571125715117464,0.0,0.0,4.0,4.0,3.0,2.0,1.0,2023-01-06 21:33:05.437087417
-3.466348537947793,9.35807400974821,4.59122648465765,2.0059666793523183,-7.638122525851339,1.477894044741516,,0.0,2.0,2.0,1.0,4.0,3.0,2023-01-06 23:17:56.615323064
-6.049532051731808,-4.831448187813805,1.5345700248753484,-1.0704949298958928,-2.192904132341285,-0.5182702182736474,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2023-01-07 01:02:47.793558711
,-8.26710354639977,8.71416651144866,2.4923138961108373,4.2648335521330045,-0.8084936028931876,,0.0,2.0,1.0,1.0,2.0,2.0,2023-01-07 02:47:38.971794358
-10.201224148865085,-9.428549722941645,,2.5859738891343325,3.892773678395953,-0.5017570435845365,3.0,2.0,0.0,1.0,2.0,2.0,3.0,2023-01-07 04:32:30.150030006
-0.6569194385438124,9.00078890346039,3.5821679072722015,2.795714596043921,-8.100470841122291,0.9154021177020741,3.0,2.0,4.0,,3.0,2.0,2.0,2023-01-07 06:17:21.328265653
-1.1972138844788036,9.335071854131007,4.833930779833976,0.7031085952287,-6.592671336849562,0.32875110965968446,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2023-01-07 08:02:12.506501300
-6.801061791125667,-9.126483787147128,7.506535843810185,1.030773193759544,4.266730179830588,-0.5297602037670388,0.0,1.0,2.0,3.0,2.0,4.0,0.0,2023-01-07 09:47:03.684736947
-7.486193425495605,-9.325004079517607,8.267120691771648,2.7288056984114286,4.142329376067202,0.5132674331133561,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2023-01-07 11:31:54.862972594
-8.981580111563845,8.32138006961283,7.386380879474973,-5.4779690988661125,-7.947828233706385,0.09707754934804039,3.0,1.0,4.0,3.0,0.0,4.0,1.0,2023-01-07 13:16:46.041208241
-6.6093272343609675,-2.8588966873612947,-0.24105807744386265,-2.8431273089686955,-5.583866336641206,0.9686449905328892,0.0,3.0,3.0,4.0,3.0,0.0,3.0,2023-01-07 15:01:37.219443888
-10.12762303769493,10.334703649296895,4.409061185642313,-7.196333075612288,-6.470847478308951,-0.7020530938773524,1.0,2.0,,2.0,0.0,4.0,3.0,2023-01-07 16:46:28.397679536
-8.242435110906234,10.016659435628105,7.434826914873895,-5.16438583489253,-6.196533032523824,-0.3276621465977682,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2023-01-07 18:31:19.575915183
-6.774339209751823,-9.170106528408132,5.794931619239417,2.33283987277838,3.046234327949991,-0.39210815313215763,3.0,0.0,0.0,2.0,3.0,3.0,1.0,2023-01-07 20:16:10.754150830
-10.201563928734023,9.059288497564053,8.099193074767497,-6.875368347920892,-7.0904954815750445,-1.4635149481321186,2.0,3.0,3.0,4.0,3.0,1.0,3.0,2023-01-07 22:01:01.932386477
-6.5672873565091,-8.26456064673411,8.721367222530201,3.2134732798042718,3.619978549413741,0.29612027706457605,3.0,4.0,1.0,1.0,4.0,4.0,1.0,2023-01-07 23:45:53.110622124
-10.504277695449103,7.852967928241214,7.452168858746264,-7.399459135540728,-5.143967719909728,0.26105527217988933,2.0,,4.0,,1.0,0.0,3.0,2023-01-08 01:30:44.288857771
-3.3353096147672923,8.327272028498825,3.289322871885118,1.8972982332557087,-8.564294768377657,0.0051134566424609,1.0,0.0,1.0,3.0,4.0,0.0,1.0,2023-01-08 03:15:35.467093418
-6.126920655622413,-3.766212344567957,0.15880826081523575,-2.295584975467187,-2.8002381384319173,-0.23458713337514742,0.0,3.0,0.0,0.0,4.0,4.0,1.0,2023-01-08 05:00:26.645329065
-6.367820206569753,-4.944719733036418,-0.3620060777897842,-1.556281300072262,-3.904144165929868,-1.4153707420504142,4.0,3.0,4.0,0.0,2.0,3.0,1.0,2023-01-08 06:45:17.823564713
-6.672970156497378,-9.07760090378786,8.801644141598187,0.5399034478684073,3.4101060863175396,-0.42064532276535904,1.0,,1.0,1.0,1.0,4.0,1.0,2023-01-08 08:30:09.001800360
-1.8387170058115376,7.942428895158168,3.0861200702120373,,-6.503217665053754,-0.3427145165267695,0.0,3.0,,0.0,4.0,0.0,1.0,2023-01-08 10:15:00.180036007
-7.019918617776161,-4.22125453414033,-0.08550664710794964,-0.45972291072876503,-4.270618311580224,-0.8022772692216189,1.0,4.0,4.0,0.0,4.0,1.0,0.0,2023-01-08 11:59:51.358271654
-3.178270361712667,10.0541908155944,4.034263296491237,3.799179397487668,-6.201701319812001,-0.16128571166600914,3.0,1.0,4.0,,3.0,3.0,2.0,2023-01-08 13:44:42.536507301
-7.707230484990345,-5.916880622043532,1.0275006439414802,-1.040163872836817,-3.724818864760029,0.4040508568145384,,3.0,4.0,2.0,2.0,4.0,2.0,2023-01-08 15:29:33.714742948
-6.719803627865544,-3.5457602797893037,,-0.2693361362410409,-3.6512146229919837,1.8861859012105302,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2023-01-08 17:14:24.892978595
0.7338953465419822,11.322202378814433,4.458429766980585,1.866832681409417,-5.88404567714924,0.17457781283183896,0.0,3.0,,0.0,1.0,4.0,2.0,2023-01-08 18:59:16.071214242
-6.458699054597265,-2.761386601720679,0.5637800897190405,-0.42201068352655424,-4.767531317374164,0.257550390722764,3.0,2.0,,3.0,0.0,3.0,1.0,2023-01-08 20:44:07.249449890
-9.897071905277334,8.486769605701923,8.225702641597652,-6.5911970011137955,-6.111907848596251,-0.0744459157661671,4.0,2.0,2.0,1.0,0.0,0.0,3.0,2023-01-08 22:28:58.427685537
-5.0834443916009295,-9.691823236697353,6.654086001865212,,5.9599316430590275,-1.9187712152990415,,2.0,2.0,0.0,2.0,3.0,0.0,2023-01-09 00:13:49.605921184
-2.4336212503827124,10.063150270073685,4.610662430374116,2.748284805529818,-7.925156676825323,-0.026513875449216878,2.0,3.0,1.0,2.0,0.0,2.0,3.0,2023-01-09 01:58:40.784156831
-9.616799238594345,,6.604285916582953,,,0.06023020994102644,3.0,1.0,3.0,2.0,3.0,4.0,3.0,2023-01-09 03:43:31.962392478
-8.372144337301696,9.836149306219642,6.647338313060389,-5.905947731414633,-5.88078789530185,2.463242112485286,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2023-01-09 05:28:23.140628125
-5.637364250973141,-2.719748641886306,1.6102529481397252,-1.0002712187558882,-3.356070289656616,-0.19236096478112252,,0.0,1.0,0.0,1.0,1.0,3.0,2023-01-09 07:13:14.318863772
-1.8470669485317037,10.600302944343674,3.4020633374012523,4.106203058596998,,0.30154734233361247,1.0,4.0,2.0,3.0,2.0,3.0,0.0,2023-01-09 08:58:05.497099419
-3.1392226025866448,9.74624163070817,4.442957028231212,1.5085886058251134,-6.835268393635663,,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2023-01-09 10:42:56.675335067
-6.793422938186232,-3.530404607042442,2.8498400303888487,-1.946306524061286,-4.030268499868806,-1.168678037619532,4.0,2.0,4.0,2.0,0.0,3.0,0.0,2023-01-09 12:27:47.853570714
-11.815071639041177,9.360310342218044,,-5.788975430807991,-6.647640210546955,1.1428228145150205,2.0,2.0,1.0,4.0,4.0,1.0,0.0,2023-01-09 14:12:39.031806361
-5.278622668978924,-3.0088740206332245,0.1833015797702035,-1.6887071532497964,-3.829473528059095,0.7519330326867741,3.0,1.0,1.0,2.0,4.0,0.0,1.0,2023-01-09 15:57:30.210042008
-1.8152743898614918,9.730875467957976,2.9096161057437566,3.307055429441305,-4.382212064731416,0.7910319470430469,2.0,3.0,4.0,1.0,4.0,1.0,0.0,2023-01-09 17:42:21.388277655
-10.490548316798717,9.13662982001335,6.304086236134778,-6.18105200215235,-4.360553571781701,,4.0,4.0,3.0,4.0,1.0,0.0,3.0,2023-01-09 19:27:12.566513302
-0.7338867304432386,7.820649296441843,5.559033009838103,2.9737520019837103,-7.550247400227915,1.4027943109360992,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2023-01-09 21:12:03.744748949
-5.726223591802131,-3.9647596519680253,0.3304325851868314,-2.468299425016683,-4.9967039917593326,-1.4018510627922809,1.0,3.0,,,,2.0,0.0,2023-01-09 22:56:54.922984597
-6.010188430915525,-4.057643992535803,1.3432157914456813,-1.1240584032946588,-3.3872371868940174,0.5868570938002703,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2023-01-10 00:41:46.101220244
-7.787264917544617,9.730543414711889,7.30825460585693,-5.452216552516001,-5.789732894713403,,0.0,4.0,1.0,4.0,3.0,3.0,2.0,2023-01-10 02:26:37.279455891
-7.207743030585908,-9.56665702505775,8.09171704360455,1.1018114471245979,5.01148795111048,-0.9905363251306883,2.0,0.0,3.0,1.0,3.0,1.0,1.0,2023-01-10 04:11:28.457691538
-6.63487374538171,-7.888686258019476,5.608429568316164,2.6999373367890644,4.153777492236406,-0.5662977296027719,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2023-01-10 05:56:19.635927185
-0.44769404641635235,10.222652358791466,5.663941362039564,2.565696633141915,-6.101266114984632,0.09965136508764122,1.0,4.0,4.0,4.0,2.0,1.0,0.0,2023-01-10 07:41:10.814162832
-5.308476347366814,-3.0078814560175373,0.9999099935598277,-2.036977991509996,-4.005214371425622,-0.5034756541161992,1.0,1.0,2.0,4.0,3.0,4.0,,2023-01-10 09:26:01.992398479
-11.449823474743152,8.633428753387353,6.891315787731146,-5.429462719202983,-7.853993521594881,-1.5506634310661327,1.0,2.0,0.0,3.0,4.0,1.0,3.0,2023-01-10 11:10:53.170634126
-6.679497425876145,-4.876599584783625,0.8771358380975198,-2.586891367939412,-2.4554326657097576,0.06856297480602733,0.0,1.0,4.0,4.0,3.0,4.0,3.0,2023-01-10 12:55:44.348869774
-8.029985950850888,-3.2997158895180263,-1.6397932581162546,-0.20886624159306932,,-1.0623037137261049,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2023-01-10 14:40:35.527105421
-5.524490620548896,-3.364774670656224,-1.1890961648853993,,-4.733309455942818,0.4735924306351816,4.0,3.0,0.0,1.0,,1.0,2.0,2023-01-10 16:25:26.705341068
-7.4189773158662415,-3.931180131222864,0.18196710976464325,1.4221355150896442,-3.125473596514148,-0.9194242342338034,,4.0,0.0,4.0,4.0,0.0,2.0,2023-01-10 18:10:17.883576715
-1.2754733447165572,8.209190947167814,4.8283545972462045,1.3164803383133188,,1.5499344050175399,2.0,1.0,4.0,3.0,3.0,2.0,1.0,2023-01-10 19:55:09.061812362
-7.852937485858904,-8.875891266002201,7.893281835202882,1.6981233738235348,1.96395055065888,,3.0,2.0,4.0,1.0,0.0,4.0,3.0,2023-01-10 21:40:00.240048009
-8.390821574045777,8.94170143373579,4.853723619388567,-4.367642552492995,-5.004115432627243,-0.3220615162056756,1.0,1.0,3.0,4.0,4.0,1.0,3.0,2023-01-10 23:24:51.418283656
-5.9096623041729694,,2.255172397779614,-1.295931286074483,-3.1407490942862255,0.8135172173696698,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2023-01-11 01:09:42.596519303
-9.029751960802379,9.988885088084077,5.2398685160567,-4.929131205890213,-6.060346827481714,-1.2308643164339552,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2023-01-11 02:54:33.774754951
-7.867975503415718,-8.115289817056146,,0.3065919162260464,3.232525073460179,,3.0,0.0,2.0,,1.0,0.0,2.0,2023-01-11 04:39:24.952990598
-7.878546862419378,10.561186638917224,6.495772311527032,-5.037608718461386,-6.756737065020833,1.307142754282428,0.0,0.0,0.0,,3.0,1.0,2.0,2023-01-11 06:24:16.131226245
-0.9296254773220378,8.491426101045056,,1.6913850750802246,-8.224077702185546,-1.6074832345612275,,0.0,,2.0,1.0,2.0,3.0,2023-01-11 08:09:07.309461892
-8.840314715456751,8.169417692334871,6.549980190348952,-6.4391522903840945,-5.8901594724728445,0.1846338585323042,1.0,1.0,4.0,4.0,0.0,4.0,1.0,2023-01-11 09:53:58.487697539
-8.799811166732932,9.43927790733464,4.9416268214378825,-4.6209304115955385,-8.366449069723181,0.2598827942484235,2.0,3.0,0.0,3.0,2.0,3.0,0.0,2023-01-11 11:38:49.665933186
