News_1,News_frequency,Trad_News_print,Trad_News_online,Trad_News_TV,Trad_News_radio,SM_News_1,SM_News_2,SM_News_3,SM_News_4,SM_News_5,SM_News_6,SM_Sharing,survey_date
-6.295696612803463,-6.861887172120525,5.759281303787652,,4.265807493444123,-0.3011036955892888,4.0,1.0,0.0,1.0,0.0,3.0,,2023-01-16 16:01:26.486486486
-9.22985649587433,8.667240767524413,7.406774665932055,-5.0677100476442725,-4.514891822561577,-1.4785219903674274,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2023-01-17 00:46:07.567567567
-5.158467526298879,-4.187699862171055,0.1545299257348952,-0.8609565940438008,-5.532352765738737,-0.7198442083947086,2.0,3.0,4.0,0.0,1.0,1.0,1.0,2023-01-17 09:30:48.648648648
-3.155770507295277,7.932738124583928,6.327020471300666,2.8548094408901825,-6.887599832467887,-0.4606387709597875,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2023-01-17 18:15:29.729729729
-9.359235425878248,10.472515055955448,6.873192472786517,-4.849200231673162,-6.660982856731838,1.0571222262189157,3.0,2.0,4.0,1.0,0.0,2.0,2.0,2023-01-18 03:00:10.810810810
-7.158021794645865,-4.602169240508743,-0.8554273316982264,-1.436971077842708,-5.860084773265548,0.3436182895684614,1.0,2.0,4.0,3.0,1.0,4.0,0.0,2023-01-18 11:44:51.891891892
-7.139656270859864,-8.099517275748507,7.938890399511757,1.0868615328195808,5.247433672095942,-1.763040155362734,2.0,4.0,4.0,,3.0,4.0,1.0,2023-01-18 20:29:32.972972973
-6.851928435906818,-8.847446753280213,8.409418481330281,2.496998467744129,4.136424597175766,0.324083969394795,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-01-19 05:14:14.054054054
-6.015551481395179,-4.800403826933468,0.6761913754158392,-0.057821589841621,-3.589251395646378,-0.38508228041631654,,2.0,0.0,0.0,1.0,0.0,1.0,2023-01-19 13:58:55.135135135
-3.9572819645500745,7.606822353821768,3.9214346149756656,1.7597225322288848,-6.568719625553266,-0.6769220003059587,4.0,0.0,4.0,3.0,0.0,0.0,1.0,2023-01-19 22:43:36.216216216
-3.746148333930832,7.693829515114047,5.161820401844999,2.2701543571739182,-6.629134340805393,,0.0,3.0,0.0,4.0,4.0,4.0,,2023-01-20 07:28:17.297297297
-8.648548958838798,-8.515160042451228,7.175920329200035,1.556263732995934,2.566748488654114,1.030999522495951,3.0,0.0,3.0,0.0,4.0,1.0,2.0,2023-01-20 16:12:58.378378378
-4.475262366369369,-4.396921111902721,0.8195872369972739,-3.16496241972005,-6.567373400352185,0.9312801191161986,0.0,3.0,4.0,1.0,4.0,2.0,1.0,2023-01-21 00:57:39.459459459
-6.150658640329273,-3.4548835158269418,0.6899709729148948,-2.3807949468665415,-3.9690554247137104,-0.8392175232226385,4.0,1.0,0.0,2.0,1.0,2.0,2.0,2023-01-21 09:42:20.540540540
,9.294254754518144,3.5143897889297246,4.418921663557558,-6.750406009176043,-0.3092123758512146,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2023-01-21 18:27:01.621621621
-5.49865551458546,-10.130590451741629,8.013230720743898,1.5193254643128329,4.424938771251969,0.33126343140356396,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2023-01-22 03:11:42.702702702
-5.006477693836246,-5.321970150306784,1.081032833809406,-2.0978697631053067,-5.590684387963349,0.9755451271223592,3.0,2.0,4.0,0.0,1.0,2.0,,2023-01-22 11:56:23.783783783
-2.5594357325018873,8.775338081331913,3.7323151741865033,1.3963983533723994,-6.124235965325514,-0.47917423784528995,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2023-01-22 20:41:04.864864865
-6.1076750583960315,-4.261581646816145,-1.116438726458071,-1.6237591474738524,-4.511804141450297,-0.18565897666381712,3.0,3.0,2.0,3.0,0.0,0.0,2.0,2023-01-23 05:25:45.945945946
-2.1830646008106322,7.76317255181302,5.563905855435002,1.788267547497743,-7.40235021167031,-1.1063349740060282,3.0,4.0,2.0,,3.0,0.0,0.0,2023-01-23 14:10:27.027027027
-6.626152308567781,-2.5585717549812634,0.29477605485059294,-1.1292575350228367,-3.0293870518970962,-1.1962066240806708,,0.0,3.0,2.0,1.0,2.0,1.0,2023-01-23 22:55:08.108108108
-5.6181880925619545,-9.74406005749863,6.669756576849883,1.426638940820684,5.535889649091727,0.812525822394198,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2023-01-24 07:39:49.189189189
-6.857540736916708,-3.8827481274691094,-0.17735696336157936,-1.1378287912374239,-5.917638888674436,1.356240028570823,3.0,1.0,3.0,4.0,3.0,3.0,0.0,2023-01-24 16:24:30.270270270
-10.306229004831552,9.167672418059635,7.828578024369145,-5.559110155481119,-6.894714950465586,-0.07201012158033385,1.0,,,2.0,4.0,2.0,1.0,2023-01-25 01:09:11.351351351
-7.109281287777231,-2.3563659563123514,-1.03533277709862,0.2685425039551139,-4.548092779991136,1.0035328978920242,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2023-01-25 09:53:52.432432432
-7.945223256351319,-9.143552460990678,6.71401071333942,1.83532893187873,4.218101480818017,0.36163602504763415,,3.0,0.0,2.0,3.0,4.0,3.0,2023-01-25 18:38:33.513513513
-5.185058552845193,-9.460977118370462,7.518130370735946,,2.841429044700204,-0.6451197546051243,0.0,0.0,4.0,,0.0,1.0,3.0,2023-01-26 03:23:14.594594594
-7.017481381675343,-8.44786290670712,7.220301162566207,2.2876625842638045,3.5786928983093276,0.36139560550841393,3.0,2.0,4.0,2.0,4.0,4.0,1.0,2023-01-26 12:07:55.675675675
-8.256971052095547,11.318564545384147,5.425957796452871,-5.681964036523585,-7.657008281062083,1.5380365664659692,1.0,1.0,1.0,3.0,0.0,2.0,3.0,2023-01-26 20:52:36.756756756
-2.4331922316403385,9.553042120644692,3.719205243148735,2.1425305079768098,-8.29334168805625,-0.03582603910995153,4.0,3.0,1.0,0.0,1.0,0.0,3.0,2023-01-27 05:37:17.837837838
-6.69502646408689,-5.922612001554255,0.10678169434359863,-1.6667187382259976,-3.5417561712651024,1.564643655814006,1.0,3.0,4.0,4.0,3.0,3.0,0.0,2023-01-27 14:21:58.918918919
-3.943537810060885,,1.217955527630269,-1.2493004689542966,-3.168259995442492,-2.6197451040897444,3.0,0.0,0.0,3.0,0.0,4.0,2.0,2023-01-27 23:06:40.000000000
-1.8272446517577863,8.704019371604867,4.964045188716543,1.8430266295730475,-6.782631226158552,0.8219025043752238,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2023-01-28 07:51:21.081081081
,9.6026033346829,4.920870703963134,1.350470164120138,-7.087749441508546,0.08704706823817134,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2023-01-28 16:36:02.162162162
-2.300334028047995,7.0546160043185475,3.3116927873296707,2.1700309198098555,-6.141160611155859,-0.29900735046586785,3.0,2.0,0.0,1.0,3.0,4.0,0.0,2023-01-29 01:20:43.243243243
-5.269252512143797,-4.290788806574781,1.846242722631472,-0.06835433763947774,-2.5116843638956876,,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2023-01-29 10:05:24.324324324
-5.9117182600363325,-4.771653378218445,0.5927990093930922,-2.6255980341126506,-5.968523648573738,-1.9875689146008928,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2023-01-29 18:50:05.405405405
-10.284004991281016,8.480070059823312,,-6.1494474645362365,-5.295121322163971,-0.21967188783751193,2.0,1.0,4.0,3.0,3.0,4.0,3.0,2023-01-30 03:34:46.486486486
-5.904911963493517,-8.337233586696165,7.513104532097446,3.0233463274313173,1.4582192629216726,,1.0,4.0,4.0,0.0,1.0,0.0,1.0,2023-01-30 12:19:27.567567567
-9.65694416016942,8.029882004407076,8.636128815239243,,-6.257746864586507,1.477894044741516,4.0,3.0,0.0,0.0,1.0,3.0,,2023-01-30 21:04:08.648648648
-7.62732127242377,-11.262568016908952,8.207568311859752,2.7591441319566092,3.8801239988026963,-0.5182702182736474,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2023-01-31 05:48:49.729729730
-3.5304304401834634,,4.8836795499993,1.4090910532040035,-8.159931589822165,-0.8084936028931876,2.0,0.0,1.0,2.0,4.0,4.0,0.0,2023-01-31 14:33:30.810810811
-9.868120456460957,8.433659248329695,7.1548183694643,-6.48148998884109,-4.198444588051386,-0.5017570435845365,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2023-01-31 23:18:11.891891892
-4.321910307607695,-9.402575355293399,7.50807421869574,3.5644101874320517,6.167544444080033,0.9154021177020741,1.0,2.0,2.0,4.0,1.0,,0.0,2023-02-01 08:02:52.972972973
-5.371605006649853,-3.4526715167423916,-0.6842404889878604,,-3.5038860243101078,,4.0,3.0,1.0,0.0,4.0,0.0,3.0,2023-02-01 16:47:34.054054054
-11.104952663504742,10.87513146935816,5.4810732647405,-5.536442222671848,-7.460803183490832,-0.5297602037670388,0.0,1.0,0.0,3.0,1.0,2.0,2.0,2023-02-02 01:32:15.135135135
-5.31039441014946,-2.996240286150916,0.03547186037175987,-2.440942074939172,-4.789004801401956,0.5132674331133561,2.0,0.0,0.0,0.0,4.0,3.0,3.0,2023-02-02 10:16:56.216216216
-1.8568747446393306,7.4378939712140735,6.116419185953998,3.3532610380881835,,,1.0,2.0,2.0,3.0,0.0,1.0,3.0,2023-02-02 19:01:37.297297297
-8.242084357881202,9.920447679257665,6.550937569565531,-3.480783065987595,,0.9686449905328892,3.0,1.0,1.0,4.0,2.0,0.0,3.0,2023-02-03 03:46:18.378378378
-5.63120919081074,-1.1005006963366926,0.3907858396578648,-0.9677925771523608,-4.913474279700553,-0.7020530938773524,1.0,1.0,0.0,4.0,0.0,2.0,1.0,2023-02-03 12:30:59.459459459
-3.4916850165910596,8.789652978201298,5.1899309352526535,1.0048252290770967,-6.77425168500531,-0.3276621465977682,3.0,2.0,0.0,0.0,4.0,2.0,1.0,2023-02-03 21:15:40.540540540
-9.844489866579332,9.156699597369107,6.587088616148306,-5.273776268348413,-5.488983581725465,-0.39210815313215763,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2023-02-04 06:00:21.621621621
-8.813154620049168,9.951237129092245,6.882877270361583,-6.001746404508927,-5.162968997384115,-1.4635149481321186,4.0,0.0,3.0,4.0,2.0,0.0,2.0,2023-02-04 14:45:02.702702703
-4.9114055156602605,-4.028635786691387,0.7166871062689679,-0.12634771311288961,-5.207372438133596,0.29612027706457605,4.0,4.0,0.0,1.0,4.0,3.0,,2023-02-04 23:29:43.783783784
-7.4263540415284295,-8.446523751233464,5.844611346724575,2.205660154643332,4.1461417067479145,0.26105527217988933,4.0,3.0,2.0,1.0,4.0,0.0,0.0,2023-02-05 08:14:24.864864865
-7.213929083031957,,7.693165107696797,1.9149980908599473,4.609168481731187,0.0051134566424609,0.0,2.0,4.0,3.0,1.0,3.0,3.0,2023-02-05 16:59:05.945945946
-3.406451994538582,9.090090686392049,,2.9482894173584833,-7.026684572653409,-0.23458713337514742,3.0,2.0,4.0,0.0,4.0,3.0,2.0,2023-02-06 01:43:47.027027027
-6.379443871894737,-8.788554069455051,7.33058607412688,,4.8602799761234445,-1.4153707420504142,4.0,2.0,0.0,4.0,3.0,4.0,2.0,2023-02-06 10:28:28.108108108
-2.5441861135497117,10.785086763833833,4.012911778440334,3.7856182419376605,-6.171875255695794,-0.42064532276535904,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2023-02-06 19:13:09.189189189
-6.209628976034734,-9.910184989676166,5.769764149482639,2.840189892889205,4.537861082018426,-0.3427145165267695,,3.0,0.0,1.0,3.0,2.0,2.0,2023-02-07 03:57:50.270270270
-7.289478757946536,-4.504487372236607,0.0364899965436723,-0.504397146915129,-2.4980401082336723,-0.8022772692216189,1.0,4.0,2.0,4.0,4.0,,2.0,2023-02-07 12:42:31.351351351
-6.871214817394594,-3.5287724869611847,1.3328928541913458,-2.0403302803506396,-7.089673185856102,-0.16128571166600914,0.0,1.0,3.0,,1.0,4.0,0.0,2023-02-07 21:27:12.432432432
-6.618704038669593,-3.1556402533231376,,-1.4209257706875884,-3.6818569917048696,0.4040508568145384,2.0,1.0,0.0,2.0,3.0,3.0,3.0,2023-02-08 06:11:53.513513513
-3.5464437773792064,8.823947450114716,3.764260582843344,0.5903699529763957,-5.953449643619629,1.8861859012105302,0.0,2.0,0.0,3.0,0.0,3.0,2.0,2023-02-08 14:56:34.594594594
-10.04615850026644,9.23883481109398,,-7.1012648983746445,-7.07818133284842,0.17457781283183896,0.0,3.0,1.0,,,0.0,3.0,2023-02-08 23:41:15.675675676
-5.1778946486407085,,9.925206029679098,2.5878098804957204,2.400688796765092,0.257550390722764,3.0,0.0,2.0,2.0,1.0,4.0,1.0,2023-02-09 08:25:56.756756757
-5.66134774157863,-9.051770627566219,8.814249052348655,2.170967692066288,3.82436558480287,-0.0744459157661671,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2023-02-09 17:10:37.837837838
-7.422118209730753,-4.900694741530176,-0.4746150869899176,-1.2505643096837447,-4.801732472222168,-1.9187712152990415,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2023-02-10 01:55:18.918918919
-8.658697177282463,-8.518675930717032,6.819343084491032,1.9407775617625302,4.509128039459246,-0.026513875449216878,4.0,0.0,4.0,3.0,4.0,,3.0,2023-02-10 10:40:00.000000000
-5.366659850033816,-8.207516072081233,6.299336091169498,3.8763928011983646,5.382485251446263,0.06023020994102644,4.0,2.0,0.0,2.0,1.0,1.0,2.0,2023-02-10 19:24:41.081081081
-7.671981874055259,-3.482938450049992,-0.1862516024248171,-0.3932736031324806,-3.181634981508722,2.463242112485286,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2023-02-11 04:09:22.162162162
-6.714726992544293,-4.038884087084082,0.09744893903015278,-2.545130185380244,-4.575316258170298,-0.19236096478112252,3.0,1.0,1.0,1.0,4.0,,2.0,2023-02-11 12:54:03.243243243
-9.235805145727072,8.827845676826206,4.828249515459918,-5.483160428043055,-8.275755631277764,0.30154734233361247,3.0,0.0,2.0,1.0,0.0,3.0,0.0,2023-02-11 21:38:44.324324324
-3.6054727099479518,7.574235245604029,6.234383899453073,1.1262083356224042,-7.871019540607577,-0.03471176970524331,4.0,4.0,0.0,0.0,1.0,1.0,0.0,2023-02-12 06:23:25.405405405
-9.92743239335399,9.768258158508841,6.525120135908678,-5.295412176508692,-6.860432680975966,-1.168678037619532,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2023-02-12 15:08:06.486486486
-9.102273824666314,7.850893054301521,7.731543869895508,-6.224342438252355,-6.457136844597159,1.1428228145150205,,0.0,0.0,0.0,3.0,3.0,0.0,2023-02-12 23:52:47.567567567
-0.9796473035921365,8.856278229619335,4.212997766280681,0.9610653086805643,,0.7519330326867741,2.0,4.0,4.0,,0.0,1.0,1.0,2023-02-13 08:37:28.648648649
-10.200477031238773,9.889404708651883,6.290823436261449,-5.892614987097711,-5.623847504133316,0.7910319470430469,1.0,4.0,3.0,4.0,,2.0,2.0,2023-02-13 17:22:09.729729730
-9.34698817916717,8.247182959620378,7.035176133819995,-5.957689007420599,-4.608024957542497,-0.9093874547947389,4.0,3.0,3.0,4.0,1.0,0.0,1.0,2023-02-14 02:06:50.810810811
-1.3510867495526824,9.805948822161259,5.2639986532802565,2.601515193205012,-6.891873963998185,1.4027943109360992,1.0,,4.0,1.0,0.0,4.0,3.0,2023-02-14 10:51:31.891891892
-6.8004059162916395,-4.67392039874462,1.8459809633437623,-2.0147787677951037,-4.9817941251572115,-1.4018510627922809,3.0,3.0,2.0,4.0,,1.0,1.0,2023-02-14 19:36:12.972972973
-4.709166875778132,-9.014213569068348,7.446727722283189,2.5737856109046438,4.205054002293363,,0.0,0.0,0.0,4.0,1.0,3.0,3.0,2023-02-15 04:20:54.054054054
-8.986191793691468,9.470233904523631,6.436643846107283,,-6.286020137339125,2.1904556258099785,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2023-02-15 13:05:35.135135135
-6.202234273745039,-9.492403439763434,5.492890018642246,2.533502834389157,5.535110101083868,-0.9905363251306883,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2023-02-15 21:50:16.216216216
-3.108572646006523,9.019529827916507,4.686859429992843,1.5231042124614884,-6.256777258803771,-0.5662977296027719,,3.0,4.0,4.0,2.0,1.0,3.0,2023-02-16 06:34:57.297297297
-10.222595961773354,9.162227056028915,,,-6.096682259562586,0.09965136508764122,2.0,4.0,0.0,4.0,1.0,,1.0,2023-02-16 15:19:38.378378378
-1.32216731749237,9.653016350227508,3.496873923497618,3.606601216241828,-8.025972584169958,-0.5034756541161992,3.0,1.0,0.0,4.0,2.0,2.0,1.0,2023-02-17 00:04:19.459459459
-8.077617235790976,,0.8785636640484011,-1.7704081012534059,-3.1694926842427447,-1.5506634310661327,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2023-02-17 08:49:00.540540540
-2.490763689987357,,4.1001191559187395,1.1948649585384192,-6.683781936053588,0.06856297480602733,,0.0,1.0,2.0,2.0,2.0,2.0,2023-02-17 17:33:41.621621621
-7.041698795164859,-2.9362655822524664,-0.8766144966187486,0.24768122857668873,-3.3471875058545386,-1.0623037137261049,3.0,2.0,3.0,1.0,3.0,,2.0,2023-02-18 02:18:22.702702703
-6.308052151561802,-8.900518773635321,8.447876275369206,1.6882230038842356,4.72605748181451,0.4735924306351816,3.0,2.0,3.0,0.0,4.0,2.0,1.0,2023-02-18 11:03:03.783783784
-10.316387211939272,9.771545602951285,6.961231026475007,-4.560482621018062,-7.621368811766875,-0.9194242342338034,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2023-02-18 19:47:44.864864865
-10.043849640107823,8.508956215011562,7.604153374246188,-4.877170993904683,-4.890829980107005,1.5499344050175399,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2023-02-19 04:32:25.945945946
-3.0268089220889216,9.238074079837222,,,-4.352694765277649,,4.0,1.0,2.0,2.0,3.0,4.0,3.0,2023-02-19 13:17:07.027027027
-8.909363126321718,8.585794694302466,6.599823475170398,-5.913577867479307,-6.0326493512424095,-0.3220615162056756,4.0,3.0,2.0,,2.0,3.0,3.0,2023-02-19 22:01:48.108108108
-8.962802097252915,10.283428526228876,6.056496860356381,-5.6296700904788946,-4.409343222107701,0.8135172173696698,3.0,4.0,3.0,3.0,0.0,3.0,1.0,2023-02-20 06:46:29.189189189
-6.496245008816715,-3.70306178773507,-0.49823006693719385,-2.376978454147663,-5.563959749870373,-1.2308643164339552,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2023-02-20 15:31:10.270270270
-3.8790006026318284,8.926004079847068,7.2195881738824195,1.1694951159710012,-5.240510385707203,0.22745993460412942,0.0,2.0,1.0,1.0,0.0,0.0,3.0,2023-02-21 00:15:51.351351351
-6.069301320116164,-8.044839036083797,5.574990942260523,,2.4989595678852354,1.307142754282428,0.0,2.0,0.0,4.0,3.0,3.0,0.0,2023-02-21 09:00:32.432432432
-7.837260508170989,-8.494539875086124,7.274870563928252,2.0550972302757624,3.4029562212208404,-1.6074832345612275,3.0,3.0,1.0,,2.0,,2.0,2023-02-21 17:45:13.513513513
,-3.2189871436499566,-0.022563940224457846,-1.449190871186758,-2.0054806079586185,0.1846338585323042,3.0,0.0,4.0,4.0,0.0,1.0,0.0,2023-02-22 02:29:54.594594594
-11.275654461194662,7.6043045453719955,5.293405312896145,-6.462238744064967,-4.41024151833142,0.2598827942484235,3.0,0.0,3.0,4.0,2.0,2.0,1.0,2023-02-22 11:14:35.675675676
